arcog	Pathway	GeneID	Gene	COG	PFAM	CD	TIGR	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
83	arCOG00271	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG00697	"pfam00892,pfam00892"		TIGR00950	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	2	2	2	2	2	1	2	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	0	2	1	2
84	arCOG00272	G	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG00697	pfam00892			2	1	0	0	0	0	1	1	1	1	1	1	3	3	2	1	3	3	1	2	3	2	2	1	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	1	2	3	2	2	3
85	arCOG00280	L	-	HerA helicase	COG00433	pfam01935			3	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
86	arCOG00285	L	-	HerA helicase	COG00433	pfam12846			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	arCOG00288	C	NfnB	Nitroreductase	COG00778	pfam00881	cd02150	TIGR02476	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	2	2	1	1	0	1	1	1	1	1	0	0	1	2	1	1	0	0	0	1	0	1
88	arCOG00296	C	NapF	Ferredoxin	COG01145	pfam13187		TIGR04041	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	arCOG00302	R	-	Metal-dependent phosphoesterase (PHP family)	COG00613	"pfam02811,pfam13263"	cd07432		1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
90	arCOG00305	L	POL4	DNA polymerase IV (family X)	COG01796				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	arCOG00307	J	RPP1	RNase P/RNase MRP subunit p30	COG01603	pfam01876			0	0	1	0	2	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1
92	arCOG00310	O	Bcp	Peroxiredoxin	COG01225	pfam00578	cd03018	TIGR03137	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	arCOG00312	O	AhpC	AhpC/TSA family peroxiredoxin	COG00450	"pfam00578,pfam10417"	cd03016	TIGR03137	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	arCOG00314	O	TrxA	Thiol-disulfide isomerase or thioredoxin	COG00526	pfam00578	cd02969		0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	arCOG00318	P	PhoU	Phosphate uptake regulator	COG00704	"pfam04014,pfam01895,pfam01895"		TIGR02135	1	1	1	0	2	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
96	arCOG00322	O	TldE	"Inactivated Zn-dependent protease, component of TldD/TldE system"	COG00312	pfam01523			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	arCOG00324	R	AcuC	"Deacetylase, including yeast histone deacetylase and acetoin utilization protein"	COG00123	pfam00850	cd09994		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	arCOG00328	L	PolB3	DNA polymerase PolB3	COG00417	"pfam03104,pfam00136"	"cd05781,cd05536"	TIGR00592	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1
99	arCOG00340	C	GlcD	"FAD/FMN-containing dehydrogenase fused to Heterodisulfide reductase, subunit B"	COG00277	"pfam01565,pfam02913,pfam13183"		"TIGR00387,TIGR00273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
100	arCOG00348	O	PbaB	"20S proteasome assembly factor, ATP-grasp superfamily enzyme"	COG02047	pfam09754		TIGR00162	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101	arCOG00349	C	Fer	Ferredoxin	COG01141	pfam13459			0	0	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	arCOG00350	J	RbgA	Ribosome biogenesis GTPase A	COG01161	pfam01926	cd01859	TIGR03596	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	arCOG00351	J	RsgA	Putative ribosome biogenesis GTPase RsgA	COG01162	pfam03193	"cd04466,cd01854"	TIGR00157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	arCOG00352	R	Nog1	"GTP-binding protein, GTP1/Obg family"	COG01084	pfam01926	cd01897	TIGR02729	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	arCOG00354	R	-	GTPase SAR1 or related small G protein	COG01100	"pfam01926,pfam08438"	cd00880	TIGR03594	1	0	0	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
106	arCOG00357	J	GTP1	"Ribosome-binding ATPase YchF, GTP1/OBG family"	COG00012	"pfam01926,pfam08438,pfam02824"	"cd01899,cd01669"	TIGR02729	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	0
107	arCOG00358	J	DRG	Ribosome-interacting GTPase 1	COG01163	pfam02824	"cd01896,cd01666"		1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	0	0
108	arCOG00367	L	-	NurA 5'-3' nuclease	COG01630	pfam09376			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	arCOG00368	L	SbcC	"ATPase involved in DNA repair, SbcC"	COG00419	"pfam13476,pfam13514"	"cd03240,cd00176,cd03240"	"TIGR00611,TIGR02168"	1	1	1	2	1	1	1	2	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	2	1	1	1	1	1	0	1	1	1	1	0	1	2	1	0	1
110	arCOG00371	D	Smc	Chromosome segregation ATPase	COG01196	pfam02463	"cd03278,cd03278"	TIGR02169	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1
111	arCOG00382	K	-	Predicted membrane-associated or secreted trancriptional regulator	COG02512	pfam12802	cd00090		0	0	2	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	arCOG00386	K	-	Predicted membrane-associated trancriptional regulator	COG02512				0	0	0	0	0	0	1	0	1	0	1	1	1	2	1	1	0	2	0	2	1	0	0	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	0	1	1	0	0
113	arCOG00388	M	LytB	Putative cell wall-binding domain	COG02247	pfam04122			0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
114	arCOG00395	K	-	Predicted membrane-associated or secreted trancriptional regulator	COG02512	"pfam04122,pfam04122,pfam12802"			0	0	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	2	0	1	1	1	0	1	2	1	0	1
115	arCOG00396	K	-	Predicted transcriptional regulator	COG03355				0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	arCOG00397	L	SbcD	"DNA repair exonuclease, SbcD"	COG00420	pfam00149	cd00840		2	1	0	2	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0
117	arCOG00401	J	ThrS	Threonyl-tRNA synthetase	COG00441	"pfam00587,pfam03129"	"cd00771,cd00860"	TIGR00418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	2	0	1	1	1	1	0	0	0
118	arCOG00402	J	ProS	Prolyl-tRNA synthetase	COG00442	"pfam00587,pfam03129,pfam09180"	"cd00778,cd00862"	TIGR00408	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0
119	arCOG00403	J	SerS	Seryl-tRNA synthetase	COG00172	"pfam02403,pfam00587"	cd00770	TIGR00414	1	2	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	2	1	1	0
120	arCOG00404	J	HisS	Histidyl-tRNA synthetase	COG00124	"pfam13393,pfam03129"	"cd00773,cd00860"	TIGR00442	1	0	0	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	0
121	arCOG00405	J	GRS1	Glycyl-tRNA synthetase (class II)	COG00423	"pfam00587,pfam03129"	"cd00774,cd00858"	TIGR00389	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1
122	arCOG00406	J	AsnS	Aspartyl/asparaginyl-tRNA synthetase	COG00017	"pfam01336,pfam00152"	"cd04316,cd00776"	TIGR00458	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	2	1	0	1	1	0	0	2	1	0	1
123	arCOG00407	J	AsnS	Aspartyl/asparaginyl-tRNA synthetase	COG00017	"pfam01336,pfam00152"	"cd04319,cd00776"	TIGR00457	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1
124	arCOG00409	J	AsnS	Aspartyl/asparaginyl-tRNA synthetase	COG00017	pfam00152	cd00776	TIGR00457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1
125	arCOG00410	J	PheS	Phenylalanyl-tRNA synthetase alpha subunit	COG00016	pfam01409	cd00496	TIGR00468	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1
126	arCOG00412	J	PheT	Phenylalanyl-tRNA synthetase beta subunit	COG00072	"pfam03483,pfam03484"	cd00769	TIGR00471	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0
127	arCOG00415	L	RadA	"RecA/RadA recombinase, contains N-terminal HHH domain"	COG00468	"pfam14520,pfam08423"	cd01123	TIGR02236	0	2	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1
128	arCOG00417	L	RadB	RecA/RadA recombinase	COG00468		cd01394	TIGR02237	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	2	0	1	0	1	1	1	0	1	0	0
129	arCOG00419	F	Hit	HIT family hydrolase	COG00537	pfam01230	cd01275		1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	2	2	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	2	0	1	1	1
130	arCOG00423	J	-	"Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily"	COG02404	"pfam01368,pfam02272"			0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
131	arCOG00424	L	-	DHH superfamily phosphohydrolase/exonuclease	COG00608	"pfam01368,pfam02272"		TIGR00644	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
132	arCOG00426	L	RecJ	DHH superfamily phosphohydrolase/exonuclease	COG00608	pfam01368			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
133	arCOG00427	L	RecJ/Cdc45	Single-stranded DNA-specific exonuclease RecJ	COG00608				1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
134	arCOG00439	L	MCM2	"ATPase involved in replication control, Cdc46/Mcm family"	COG01241	"pfam14551,pfam00493"	cd00009		1	1	1	0	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	0	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	2	0	1	0
135	arCOG00441	N	GvpN	MoxR-like ATPase	COG00714	pfam07728	cd00009	TIGR02640	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	arCOG00455	E	ProC	Pyrroline-5-carboxylate reductase	COG00345	"pfam03807,pfam14748"		TIGR00112	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	arCOG00458	E	-	Archaemetzincin family protease	COG01913	pfam07998	cd11375		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	arCOG00459	L	Nth	EndoIII-related endonuclease	COG00177	"pfam00730,pfam10576"	cd00056	TIGR01083	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	arCOG00461	L	-	Uncharacterized protein related to Endonuclease III	COG02231	pfam00730	cd00056	TIGR01083	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	arCOG00463	L	-	Uri superfamily endonuclease	COG01833	pfam01986	cd10441		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1
141	arCOG00467	L	CDC6	"Cdc6-related protein, AAA superfamily ATPase"	COG01474	"pfam13401,pfam09079"	"cd00009,cd08768"	TIGR02928	2	2	0	1	1	1	1	0	0	1	1	1	1	1	1	1	2	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	0
142	arCOG00469	L	RFCS	"Clamp loader ATPase, small subunit"	COG00470	"pfam13177,pfam08542"	cd00009	TIGR02397	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	2	1	0	1
143	arCOG00470	L	RFCL	"Clamp loader ATPase, large subunit"	COG00470	pfam00004	cd00009	TIGR02397	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	2	1	0	1
144	arCOG00472	L	-	Orc1/cdc6 family replication initiation protein fused to HTH domain	COG01474	"pfam13191,pfam01022"	"cd00009,cd00090"	TIGR02928	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	arCOG00474	H	FAU1	5-formyltetrahydrofolate cyclo-ligase	COG00212	pfam01812		TIGR02727	1	0	0	0	1	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
146	arCOG00475	E	MetF	"5,10-methylenetetrahydrofolate reductase"	COG00685				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
147	arCOG00476	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	COG00382	pfam01040	cd13961	TIGR01476	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	0	1	2	1	2	2	1	1	1	0	0	0
148	arCOG00478	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase	COG00382	pfam01040	cd13956	TIGR01475	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	arCOG00480	H	MenA	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	COG01575	pfam01040	cd13962	TIGR02235	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	arCOG00485	J	LysS	"Lysyl-tRNA synthetase, class I"	COG01384	pfam01921	cd00674	TIGR00467	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0
151	arCOG00486	J	CysS	Cysteinyl-tRNA synthetase	COG00215	"pfam01406,pfam09190"	"cd00672,cd07963"	TIGR00435	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1
152	arCOG00487	J	ArgS	Arginyl-tRNA synthetase	COG00018	"pfam00750,pfam05746"	"cd00671,cd07956"	TIGR00456	0	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
153	arCOG00488	L	DnaN	DNA polymerase sliding clamp subunit (PCNA homolog)	COG00592	"pfam00705,pfam02747"	cd00577	TIGR00590	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
154	arCOG00493	G	GapA	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	COG00057	"pfam00044,pfam02800"		TIGR01546	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	2	0	1	0	1	0	1	2	1	1	1
155	arCOG00494	E	Asd	Aspartate-semialdehyde dehydrogenase	COG00136	"pfam01118,pfam02774"		TIGR00978	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1
156	arCOG00495	E	ArgC	Acetylglutamate semialdehyde dehydrogenase	COG00002	"pfam01118,pfam02774"		TIGR01850	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0
157	arCOG00496	G	Pgk	3-phosphoglycerate kinase	COG00126	pfam00162	cd00318		1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	2	1	1	1
158	arCOG00497	R	-	Zn-dependent hydrolase of the beta-lactamase fold	COG02220	pfam13483			1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	arCOG00499	R		Metal-dependent hydrolase of the beta-lactamase superfamily	COG01235	pfam12706		TIGR02651	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	arCOG00500	R	ElaC	Metal-dependent hydrolase of the beta-lactamase superfamily	COG01234	pfam12706		TIGR02651	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	arCOG00501	J	Rnz	"Ribonuclease Z,  beta-lactamase superfamily hydrolase"	COG01234	pfam12706		TIGR02651	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
162	arCOG00502	R	PhnP	Metal-dependent hydrolase of the beta-lactamase superfamily	COG01235				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	arCOG00503	R	-	Metal-dependent hydrolase of the beta-lactamase superfamily II	COG01237	pfam00753		TIGR03675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1
164	arCOG00504	R	-	Metal-dependent hydrolase of the beta-lactamase superfamily II	COG00491	pfam00753		TIGR03413	1	0	1	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	arCOG00516	V	NimA	"Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily"	COG03467	pfam01243		TIGR04023	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	arCOG00518	R	-	Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	COG03576	pfam01243			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
167	arCOG00519	C	FldA	Flavodoxin	COG00716	pfam12682			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
168	arCOG00520	V	NimA	"Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily"	COG03467	pfam12900			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	arCOG00535	H	ThiS	Sulfur transfer protein involved in thiamine biosynthesis	COG02104	pfam02597			0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	arCOG00543	J	-	"Zn-dependent RNase, consists of a metallo-beta-lactamase domain and an RNA-binding KH domain, implicated in mRNA turnover"	COG01782	"pfam00753,pfam10996,pfam07521"	cd02410	TIGR03675	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
